review_id,date,customer_id,channel,rating,review_text,sentiment_label
R0482,2024-06-03,C008,GrabFood,3,"Roti oke, tapi saya prefer yang lain untuk sarapan. 👍",neutral
R0483,2025-01-05,C016,GoFood,5,"Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba. Thanks.",positive
R0484,2025-11-04,C011,Instagram,3,"Btw, Roti coklatnya nggak ada coklatnya, cuma selai tipis. Tolong dievaluasi.",negative
R0485,2025-10-04,C001,Instagram,2,"Oh ya, Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya.",negative
R0486,2024-09-05,C002,ShopeeFood,2,"Oh ya, Kopi tubruknya terlalu pahit, mungkin gosong. Tolong dievaluasi.",negative
R0487,2024-07-24,,GoFood,5,"Langganan tiap minggu. Rasa konsisten, harga masuk akal. Lanjutkan ya.",positive
R0488,2025-10-26,C007,ShopeeFood,4,"Menurutku, Kopi tubruknya khas, pahit sedikit tapi enak.",positive
R0489,2024-09-25,C002,Instagram,1,"Pesan via GrabFood, kurir nyasar 1 jam. Makanan dingin.",negative
R0490,2024-09-07,C017,Google Review,5,"Langganan tiap minggu. Rasa konsisten, harga masuk akal.",positive
R0491,2025-06-27,C016,Google Review,2,Rasa kue lapis berubah dari yang dulu. Tidak seenak sebelumnya. Mohon diperbaiki.,negative
R0492,2025-11-05,C012,GrabFood,5,"Nasi box ayamnya porsi besar, bumbu meresap. Wajib coba. Thanks.",positive
R0493,2025-12-20,C014,ShopeeFood,4,"Menurutku, Rasanya tidak salah, tapi juga tidak memorable. Recommended.",neutral
R0494,2025-04-23,,ShopeeFood,4,"Anak saya alergi susu, mereka bantu cek komposisi. Thoughtful. Recommended.",positive
R0495,2025-11-06,C014,Google Review,5,"Menurutku, Favorit keluarga. Donat gulanya empuk dan harum.",positive
R0496,2025-02-08,C018,GoFood,3,"Pernah coba, okelah buat sesekali. Lanjutkan ya.",neutral
R0497,2025-09-15,C011,Google Review,3,Antri 30 menit untuk dine-in. Staf kurang sigap. Kecewa.,negative
R0498,2024-09-10,C012,GrabFood,1,"Pengiriman lama, rotinya sampai dingin. Kecewa. Tolong dievaluasi.",negative
R0499,2024-08-31,C013,Instagram,4,"Menu lengkap, tapi saya bingung pilih karena terlalu banyak varian. 👍",neutral
R0500,2025-10-18,,Google Review,5,"Jujur, Roti coklat keju lumer di mulut. Bakal order lagi.",positive
